k,seed,split,auroc,f1,accuracy,precision,recall,loss
9,18,test,0.922762380736029,0.8456375838926175,0.8270676691729323,0.8076923076923077,0.8873239436619719,0.37192344665527344
9,19,ood,0.49063533629054373,0.5728419145823173,0.49355691392697837,0.4953012048192771,0.6791673550305634,1.5735707065703217
9,19,test,0.9952294411631076,0.9530201342281879,0.9473684210526315,0.9102564102564102,1.0,0.11510092525277286
9,20,ood,0.4947329688036529,0.5717812180414007,0.4984718321493474,0.498861608516399,0.6696679332562365,1.825631242250357
9,20,test,0.977964561562926,0.9295774647887324,0.924812030075188,0.9295774647887324,0.9295774647887324,0.20616254806518555
10,1,ood,0.4916308039652708,0.5239443173446043,0.49293738641995705,0.4937513703135277,0.5580703783247977,1.1050086486764754
10,1,test,0.9366729678638941,0.8181818181818182,0.8260869565217391,0.8571428571428571,0.782608695652174,0.5176034271717072
10,2,ood,0.5225173155874144,0.2672652358403542,0.5078886502560713,0.5229843561973526,0.17949776970097472,1.561306323723245
10,2,test,0.945179584120983,0.8222222222222222,0.8260869565217391,0.8409090909090909,0.8043478260869565,0.4089781443277995
10,3,ood,0.4861347737859055,0.60520170190985,0.4902940690566661,0.4938651908317235,0.7813480918552784,2.4987401905588933
10,3,test,0.9295841209829866,0.8686868686868687,0.8586956521739131,0.8113207547169812,0.9347826086956522,0.5139751185973486
10,4,ood,0.4714346780486232,0.30985605977365127,0.48116636378655214,0.4625984251968504,0.2329423426400132,1.8282156129179417
